priority_rank,priority_tier,spatial_unit_id,location_name,location_type,police_station_mode,unit_latitude,unit_longitude,final_priority_score,score_ml,score_recent30,score_priority,daily_impact_signal_roll_sum_7d,daily_impact_signal_roll_sum_30d,recent_persistence_30d,high_obstruction_share_30d,hist_total_events,hist_confidence_score,recommended_action,recommended_time_window,priority_reason
759,Watchlist,h3_896016960dbffff,h3_896016960dbffff,H3/grid hotspot cell,Yelahanka,13.0995011,77.588406,0.4473684210526316,0.575946884656545,6.9300000000000015,1.7408577970974142,0.0,6.9300000000000015,0.03333333333333333,0.0,53.0,0.4119308552347811,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
760,Watchlist,h3_8961892490bffff,h3_8961892490bffff,H3/grid hotspot cell,Thalagattapura,12.883979725,77.55069782999999,0.44724049707602337,0.6570065203668365,4.05,1.2685319055944053,0.85,4.05,0.1,0.0,8.0,0.22652347652347654,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
761,Watchlist,h3_8961892729bffff,h3_8961892729bffff,H3/grid hotspot cell,Bellandur,12.904451855,77.70217024,0.4465277777777778,0.5330017891169552,6.308,4.298261235532339,6.308,6.308,0.06666666666666667,0.0,23.0,0.31883565227944183,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
762,Watchlist,h3_8961892c953ffff,h3_8961892c953ffff,H3/grid hotspot cell,Kodigehalli,13.043267199999999,77.5905331,0.44517543859649117,0.7276195236242586,2.49,0.6154934106333826,0.0,2.49,0.06666666666666667,0.0,34.0,0.36692778998030634,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
763,Watchlist,h3_8961892e687ffff,h3_8961892e687ffff,H3/grid hotspot cell,Mahadevapura,12.9919466,77.7146759,0.4450292397660819,0.6606405035656902,3.4000000000000004,1.2793611006667518,1.199999999999999,3.4000000000000004,0.06666666666666667,0.0,11.0,0.25694557131169343,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
764,Watchlist,h3_89618924273ffff,h3_89618924273ffff,H3/grid hotspot cell,HSR Layout,12.9161647,77.6351701,0.4443713450292397,0.5507272022036362,5.5440000000000005,3.5127624706090756,5.5440000000000005,5.5440000000000005,0.03333333333333333,0.0,11.0,0.24645606082218294,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
765,Watchlist,h3_89618924e23ffff,h3_89618924e23ffff,H3/grid hotspot cell,J.P. Nagar,12.8959433,77.5860021,0.44422514619883036,0.6009249313639808,4.1,2.2169581265894407,3.0,4.1,0.1,0.0,10.0,0.24749701151547626,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
766,Watchlist,h3_8960145a30bffff,h3_8960145a30bffff,H3/grid hotspot cell,Byatarayanapura,12.9609333,77.5277867,0.44364035087719295,1.107042102511381,0.0,0.0,0.0,0.0,0.0,0.0,473.0,0.5957033205140794,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
767,Watchlist,h3_8961892443bffff,h3_8961892443bffff,H3/grid hotspot cell,Hulimavu,12.873782250000001,77.6432733,0.4430921052631579,0.5149876648752332,9.652500000000002,2.9424,1.7325000000000002,9.652500000000002,0.13333333333333333,0.0,8.0,0.2247752247752248,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
768,Watchlist,h3_896014591b7ffff,h3_896014591b7ffff,H3/grid hotspot cell,Peenya,13.02787685,77.5184373,0.44228801169590637,0.3812500697557852,27.442500000000003,9.519675381000502,0.0,27.442500000000003,0.06666666666666667,0.9,26.0,0.3229760323237554,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
769,Watchlist,h3_89618925137ffff,h3_89618925137ffff,H3/grid hotspot cell,Adugodi,12.929505,77.6322267,0.441703216374269,0.5543882450601982,7.199999999999999,2.1789667818261593,1.1,7.199999999999999,0.06666666666666667,0.0,21.0,0.30366462491468893,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
770,Watchlist,h3_89618925e33ffff,h3_89618925e33ffff,H3/grid hotspot cell,Adugodi,12.9456844,77.6187569,0.44064327485380106,0.6086879052973959,4.575,1.5010457972763545,1.0,4.575,0.1,0.0,14.0,0.27002103362796687,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
771,Watchlist,h3_89601458557ffff,h3_89601458557ffff,H3/grid hotspot cell,Jnanabharathi,12.9747857,77.513389,0.44013157894736843,0.6143071728557701,5.0,1.1818763680686237,0.0,5.0,0.1,0.0,15.0,0.2863960468774133,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
772,Watchlist,h3_89618925863ffff,h3_89618925863ffff,H3/grid hotspot cell,Wilson Garden,12.9496576,77.5989553,0.43972953216374266,0.5788483991913618,5.153500000000001,1.7316456129807698,1.3860000000000001,5.153500000000001,0.1,0.0,8.0,0.21953046953046954,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
773,Watchlist,h3_8961892ea27ffff,h3_8961892ea27ffff,H3/grid hotspot cell,Banaswadi,13.0143373,77.6271772,0.43777412280701755,0.5966698052952792,5.32,1.2738094880518618,0.0,5.32,0.06666666666666667,0.0,23.0,0.3240804075241971,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
774,Watchlist,h3_89618925c23ffff,h3_89618925c23ffff,H3/grid hotspot cell,Mico Layout,12.926373349999999,77.60892505,0.43753654970760236,0.7570024822678829,1.0395,0.7100526251893277,1.0395000000000072,1.0395,0.03333333333333333,0.0,28.0,0.34374683640020726,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
775,Watchlist,h3_8961892cb67ffff,h3_8961892cb67ffff,H3/grid hotspot cell,Kodigehalli,13.0675762,77.5804659,0.4371710526315789,0.46634770671752496,14.739999999999998,3.6245657804637594,0.0,14.739999999999998,0.1,0.0,29.0,0.33823121146171187,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
776,Watchlist,h3_896014594c3ffff,h3_896014594c3ffff,H3/grid hotspot cell,Sadashivanagar,13.032244200000001,77.56982579999999,0.4370614035087719,0.6806213297703667,1.932,1.2334258501696187,1.932,1.932,0.06666666666666667,0.0,9.0,0.23565002020598952,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
777,Watchlist,h3_896014583cfffff,h3_896014583cfffff,H3/grid hotspot cell,Peenya,13.01199375,77.505403,0.4366593567251461,0.5057073161450167,9.9,2.6762596153846157,1.1,9.9,0.1,0.0,8.0,0.21953046953046954,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
778,Watchlist,h3_8960145b03bffff,h3_8960145b03bffff,H3/grid hotspot cell,Sheshadripuram,12.9936712,77.5680953,0.4364766081871344,0.7766017962969103,1.1,0.3942846804737458,0.0,1.1,0.03333333333333333,1.0,30.0,0.343103020562047,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
779,Watchlist,h3_8960145b513ffff,h3_8960145b513ffff,H3/grid hotspot cell,Chamarajpet,12.9689425,77.5702775,0.43603801169590645,0.5369653511533119,7.612500000000001,2.2231624252068523,0.0,7.612500000000001,0.06666666666666667,0.5,17.0,0.2919787992394135,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
780,Watchlist,h3_89601459b07ffff,h3_89601459b07ffff,H3/grid hotspot cell,No Police Station,13.0585889,77.4664238,0.4354349415204678,0.6939856931219839,2.475,0.5902422549083217,0.0,2.475,0.03333333333333333,0.0,27.0,0.3404124730016533,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
781,Watchlist,h3_89618925a0bffff,h3_89618925a0bffff,H3/grid hotspot cell,Ashok Nagar,12.96729575,77.60792685,0.4349415204678362,1.058789953668771,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.38777337817445945,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
782,Watchlist,h3_8961892cc9bffff,h3_8961892cc9bffff,H3/grid hotspot cell,K.G. Halli,13.0258042,77.6275387,0.43293128654970753,0.5084223320510377,7.2,3.095127064900724,3.3000000000000003,7.2,0.1,0.0,13.0,0.26376851524553596,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
783,Watchlist,h3_89618925d8bffff,h3_89618925d8bffff,H3/grid hotspot cell,Mico Layout,12.91348645,77.6037307,0.43084795321637426,0.6291238208182004,2.3625,1.496066401182951,2.3625,2.3625,0.03333333333333333,0.0,10.0,0.24574875976722452,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
784,Watchlist,h3_89618924d73ffff,h3_89618924d73ffff,H3/grid hotspot cell,Thalagattapura,12.8726046,77.5665274,0.4307748538011696,0.5535956307707168,4.1160000000000005,2.717338046328672,4.1160000000000005,4.1160000000000005,0.03333333333333333,0.0,18.0,0.2987325174825175,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
785,Watchlist,h3_89601459697ffff,h3_89601459697ffff,H3/grid hotspot cell,Kodigehalli,13.0428887,77.5703099,0.42938596491228076,0.4535991100313783,12.35,3.939600613742623,2.1,12.35,0.1,0.09090909090909091,13.0,0.26202026349728424,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
786,Watchlist,h3_89601459e93ffff,h3_89601459e93ffff,H3/grid hotspot cell,Chikkabanavara,13.042531315,77.51451,0.42891081871345027,0.6910621347968464,2.1500000000000004,0.5016218624008442,0.0,2.1500000000000004,0.06666666666666667,0.0,16.0,0.29020734086595823,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
787,Watchlist,h3_896016900d7ffff,h3_896016900d7ffff,H3/grid hotspot cell,Devanahalli Airport,13.1993072,77.7027767,0.4282529239766082,0.544137491717966,4.32,2.8285355218322326,4.32,4.32,0.06666666666666667,0.0,13.0,0.2672650187420395,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
788,Watchlist,h3_89601459057ffff,h3_89601459057ffff,H3/grid hotspot cell,Jalahalli,13.0490077,77.5477769,0.42768640350877196,0.5107739809604417,4.4,4.255055183206445,4.4,4.4,0.03333333333333333,1.0,14.0,0.26827278187971515,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
789,Watchlist,h3_89618924cc7ffff,h3_89618924cc7ffff,H3/grid hotspot cell,Hulimavu,12.87287655,77.59432114500001,0.4269736842105263,0.5466794500609049,6.380000000000001,1.5549125222269153,0.0,6.380000000000001,0.03333333333333333,0.0,40.0,0.36983623198395027,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
790,Watchlist,h3_89618921a53ffff,h3_89618921a53ffff,H3/grid hotspot cell,Mahadevapura,13.0205032,77.7621767,0.42602339181286547,0.5673146553879158,3.780000000000001,1.9908673130208647,2.7300000000000004,3.780000000000001,0.06666666666666667,0.0,10.0,0.24400050801897277,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
791,Watchlist,h3_8961892cc47ffff,h3_8961892cc47ffff,H3/grid hotspot cell,K.G. Halli,13.03643925,77.6232658,0.42119883040935674,0.4666184033012487,10.365,2.5108747301803382,0.0,10.365,0.06666666666666667,0.0,30.0,0.3396065170655435,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
792,Watchlist,h3_89618925c57ffff,h3_89618925c57ffff,H3/grid hotspot cell,Adugodi,12.931255499999999,77.623175,0.42028508771929823,0.5871310687869236,3.3,1.1376995735274151,0.9,3.3,0.06666666666666667,0.0,13.0,0.26551676699378773,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
793,Watchlist,h3_8961892ec3bffff,h3_8961892ec3bffff,H3/grid hotspot cell,Jeevanbheemanagar,12.979149,77.6436995,0.4201388888888889,0.5922056764764678,3.7125,0.9417397859911425,0.0,3.7125,0.1,0.0,44.0,0.38050221726180444,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
794,Watchlist,h3_89618926453ffff,h3_89618926453ffff,H3/grid hotspot cell,Electronic City,12.82636605,77.6824099,0.4182748538011696,0.32776998486077336,22.0,21.668930288461535,22.0,22.0,0.03333333333333333,1.0,18.0,0.29173951048951047,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
795,Watchlist,h3_8961892ea6fffff,h3_8961892ea6fffff,H3/grid hotspot cell,K.G. Halli,13.02560845,77.6306591,0.41823830409356727,0.617438597369661,2.9480000000000004,0.6817039155210598,0.0,2.9480000000000004,0.06666666666666667,0.0,14.0,0.2787622923692256,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
796,Watchlist,h3_8961892ea37ffff,h3_8961892ea37ffff,H3/grid hotspot cell,Banaswadi,13.0129132,77.62662625,0.41811038011695906,0.5706125703635199,4.5,1.0670977887937576,0.0,4.5,0.06666666666666667,0.0,22.0,0.31133368822581575,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
797,Watchlist,h3_89618924467ffff,h3_89618924467ffff,H3/grid hotspot cell,Hulimavu,12.8801033,77.641101075,0.4171966374269006,0.6380466551862247,2.475,0.5832996688633245,0.0,2.475,0.03333333333333333,0.0,25.0,0.3246461857658353,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
798,Watchlist,h3_89601458ed3ffff,h3_89601458ed3ffff,H3/grid hotspot cell,Kamakshipalya,12.9994992,77.4887831,0.41677631578947366,0.37266638610965086,22.38175,5.685366936839355,0.0,22.38175,0.13333333333333333,0.0,37.0,0.3608106102483102,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
799,Watchlist,h3_8960169601bffff,h3_8960169601bffff,H3/grid hotspot cell,Yelahanka,13.0992339,77.577216,0.416703216374269,0.5492385163476974,5.0,1.3081407710569548,0.0,5.0,0.06666666666666667,0.0,77.0,0.4467916361920236,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
800,Watchlist,h3_8961892ec0fffff,h3_8961892ec0fffff,H3/grid hotspot cell,Jeevanbheemanagar,12.9805421,77.6461685,0.41620979532163743,0.4052308505700464,15.980000000000002,4.008635668815813,0.0,15.980000000000002,0.1,0.06666666666666667,25.0,0.32114968226933177,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
801,Watchlist,h3_89618920e43ffff,h3_89618920e43ffff,H3/grid hotspot cell,Whitefield,12.956577249999999,77.7454427,0.4156432748538011,0.6317319872281455,2.4750000000000005,0.5877823488197778,0.0,2.4750000000000005,0.06666666666666667,0.0,20.0,0.31329668776936753,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
802,Watchlist,h3_8961892ed6bffff,h3_8961892ed6bffff,H3/grid hotspot cell,Halasur,12.981922,77.6242967,0.41483918128654973,0.5597153477796295,4.6935,1.1063345083054597,0.0,4.6935,0.06666666666666667,0.0,19.0,0.3035003404223131,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
803,Watchlist,h3_8961892e473ffff,h3_8961892e473ffff,H3/grid hotspot cell,Mahadevapura,12.9833719,77.7082096,0.4133406432748538,0.4785053927471793,6.885000000000001,2.5492458344853723,2.2,6.885000000000001,0.06666666666666667,0.0,17.0,0.2849857922464065,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
804,Watchlist,h3_896014588afffff,h3_896014588afffff,H3/grid hotspot cell,No Police Station,12.9886273,77.4488173,0.41313961988304093,0.5218000592559031,4.0425,2.428808835517945,4.0425,4.0425,0.03333333333333333,0.0,5.0,0.18193805676228336,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
805,Watchlist,h3_89601458c43ffff,h3_89601458c43ffff,H3/grid hotspot cell,Kamakshipalya,12.9868837,77.4765611,0.4123538011695906,0.4573802349881513,5.17,4.853004905285786,5.17,5.17,0.06666666666666667,1.0,7.0,0.21120731397910658,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
806,Watchlist,h3_8961892eb97ffff,h3_8961892eb97ffff,H3/grid hotspot cell,Pulikeshinagar(F.Town),12.998681099999999,77.6194237,0.41217105263157894,0.3772673561684661,20.515,4.815762995095318,0.0,20.515,0.03333333333333333,0.0,25.0,0.31940143052108005,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
807,Watchlist,h3_89618921d1bffff,h3_89618921d1bffff,H3/grid hotspot cell,Whitefield,12.96985144,77.7498988,0.41096491228070176,0.5098209676549865,6.300000000000001,1.4821690551053628,0.0,6.300000000000001,0.03333333333333333,0.0,23.0,0.3223321557759453,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
808,Watchlist,h3_8960145b507ffff,h3_8960145b507ffff,H3/grid hotspot cell,Magadi Road,12.97025335,77.56544085,0.4105263157894737,0.37048130705702376,21.01,4.97721975490055,0.0,21.01,0.03333333333333333,0.0,28.0,0.331509074162445,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
809,Watchlist,h3_896189255cfffff,h3_896189255cfffff,H3/grid hotspot cell,Bellandur,12.92107975,77.66408295,0.4099415204678363,0.5969618868477666,1.6775000000000002,1.0812160556888928,1.6775000000000002,1.6775000000000002,0.06666666666666667,0.0,10.0,0.24749701151547626,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
810,Watchlist,h3_8960145b0afffff,h3_8960145b0afffff,H3/grid hotspot cell,Sheshadripuram,12.9873057,77.567904,0.4096491228070175,0.6511695703534768,1.5999999999999999,0.3872732688143108,0.0,1.5999999999999999,0.06666666666666667,0.0,28.0,0.33850208115545205,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
811,Watchlist,h3_896014595abffff,h3_896014595abffff,H3/grid hotspot cell,Rajajinagar,13.0202396,77.5375983,0.40891812865497074,0.6089163354469596,1.44375,1.002556570581395,1.44375,1.44375,0.03333333333333333,0.0,37.0,0.3660553654930654,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
812,Watchlist,h3_896016966b3ffff,h3_896016966b3ffff,H3/grid hotspot cell,Yelahanka,13.094807450000001,77.5944891,0.4085891812865497,0.5758131624827154,3.2,0.7936902212530342,0.0,3.2,0.06666666666666667,0.0,40.0,0.37158448373220204,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
813,Watchlist,h3_89618924217ffff,h3_89618924217ffff,H3/grid hotspot cell,HSR Layout,12.907245,77.63529854999999,0.40793128654970756,0.6856519977186022,1.0500000000000016,0.25168189643445465,0.0,1.0500000000000016,0.03333333333333333,0.0,28.0,0.34724333989671075,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
814,Watchlist,h3_8961892e3d7ffff,h3_8961892e3d7ffff,H3/grid hotspot cell,K.R. Pura,13.004901149999998,77.68434475000001,0.40782163742690053,0.8971019713849022,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.40839710374733657,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
815,Watchlist,h3_8961892dd8bffff,h3_8961892dd8bffff,H3/grid hotspot cell,Hennuru,13.0716987,77.633762,0.4076754385964912,0.6764497461618479,1.1,0.28863167274432466,0.0,1.1,0.03333333333333333,0.0,80.0,0.4748052258598663,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
816,Watchlist,h3_89618922827ffff,h3_89618922827ffff,H3/grid hotspot cell,No Police Station,12.887485550000001,77.7384488,0.4068713450292398,0.39931460652019884,7.8900000000000015,6.284963072507932,7.339999999999998,7.8900000000000015,0.06666666666666667,0.6,10.0,0.24225225627072103,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
817,Watchlist,h3_89601696443ffff,h3_89601696443ffff,H3/grid hotspot cell,Yelahanka,13.09122695,77.59679215,0.40464181286549705,0.3199179046808811,24.3515,11.642648485627051,6.644,24.3515,0.13333333333333333,0.8333333333333334,6.0,0.19995621282861104,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
818,Watchlist,h3_8961892eb93ffff,h3_8961892eb93ffff,H3/grid hotspot cell,Pulikeshinagar(F.Town),12.998436649999999,77.6238877,0.404422514619883,0.5732464758672677,3.1550000000000002,0.7526364576503104,0.0,3.1550000000000002,0.06666666666666667,0.0,24.0,0.3191901512198068,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
819,Watchlist,h3_8960145b69bffff,h3_8960145b69bffff,H3/grid hotspot cell,Pulikeshinagar(F.Town),12.9953872,77.6019402,0.4035270467836257,0.5772865242845697,2.5,0.7239839330319969,0.0,2.5,0.06666666666666667,0.5,15.0,0.28115129163265806,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
820,Watchlist,h3_89618920c17ffff,h3_89618920c17ffff,H3/grid hotspot cell,Whitefield,12.921046,77.7363437,0.40138888888888885,0.4881985937265498,6.3,1.450106308275799,0.0,6.3,0.03333333333333333,0.0,17.0,0.2937270509876653,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
821,Watchlist,h3_8960145a0cfffff,h3_8960145a0cfffff,H3/grid hotspot cell,Banashankari,12.94231445,77.5483923,0.4007675438596491,0.5036763291453226,4.9625,1.4784724109823026,0.0,4.9625,0.06666666666666667,0.6666666666666666,9.0,0.23565002020598952,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
822,Watchlist,junction_BTP213 - Royan Circle,BTP213 - Royan Circle,Named junction,Chamarajpet,12.9605062,77.56847553,0.39941520467836256,0.5560979278537657,2.75,0.9553639938284477,0.0,2.75,0.03333333333333333,1.0,19.0,0.30175208867406134,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
823,Watchlist,h3_8961892e657ffff,h3_8961892e657ffff,H3/grid hotspot cell,K.R. Pura,13.0045482,77.7170317,0.39769736842105263,0.5395328949265568,3.2680000000000002,1.183722207054931,1.0,3.2680000000000002,0.1,0.0,11.0,0.25694557131169343,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
824,Watchlist,h3_89618926bc7ffff,h3_89618926bc7ffff,H3/grid hotspot cell,Thalagattapura,12.8506284,77.5881981,0.3970760233918128,0.45336433102559665,5.077500000000001,2.9797544627247756,4.5,5.077500000000001,0.06666666666666667,0.0,8.0,0.22652347652347654,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
825,Watchlist,h3_896014514d7ffff,h3_896014514d7ffff,H3/grid hotspot cell,Thalagattapura,12.870140200000002,77.5373824,0.3967836257309941,0.5414661153306768,3.75,0.9167194019025543,0.0,3.75,0.06666666666666667,0.0,30.0,0.35184427930330575,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
826,Watchlist,h3_8961892cc4fffff,h3_8961892cc4fffff,H3/grid hotspot cell,Hennuru,13.040932649999998,77.62304885,0.39601608187134496,0.512525906634643,4.55,1.0740458472151746,0.0,4.55,0.1,0.0,15.0,0.28464779512916155,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
827,Watchlist,h3_8961892e8b7ffff,h3_8961892e8b7ffff,H3/grid hotspot cell,Halasur,12.98136115,77.6285435,0.3955043859649123,0.35547679808887755,15.309,5.066673976770079,0.0,15.309,0.03333333333333333,0.8333333333333334,22.0,0.3130819399740675,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
828,Watchlist,h3_896014595a7ffff,h3_896014595a7ffff,H3/grid hotspot cell,Rajajinagar,13.0138823,77.53317365000001,0.3944261695906432,0.48469360699993297,4.025,1.9798488768706262,2.7125,4.025,0.1,0.0,5.0,0.18893106375529037,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
829,Watchlist,h3_8960145b61bffff,h3_8960145b61bffff,H3/grid hotspot cell,R.T. Nagar,13.0020806,77.5991043,0.39221491228070177,0.5270853516676219,3.9600000000000004,0.8752288271555365,0.0,3.9600000000000004,0.03333333333333333,0.0,10.0,0.24225225627072103,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
830,Watchlist,"junction_BTP025 - Puttamma Choultry, Nagarbhavi","BTP025 - Puttamma Choultry, Nagarbhavi",Named junction,Magadi Road,12.9800212,77.5382737,0.3914473684210526,0.5678035914744741,2.3375000000000004,0.5428270564386846,0.0,2.3375000000000004,0.03333333333333333,0.0,19.0,0.3052485921705648,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
831,Watchlist,h3_89618927213ffff,h3_89618927213ffff,H3/grid hotspot cell,Bellandur,12.9071391,77.6962329,0.39084429824561395,0.5599365868017185,1.5750000000000002,1.0132043615744013,1.5750000000000002,1.5750000000000002,0.03333333333333333,0.0,13.0,0.26551676699378773,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
832,Watchlist,h3_89601459407ffff,h3_89601459407ffff,H3/grid hotspot cell,Yeshwanthpura,13.0306745,77.5601367,0.39053362573099415,0.497814086310181,2.8875000000000006,1.7926081730769232,2.8875000000000006,2.8875000000000006,0.03333333333333333,0.0,8.0,0.2212787212787213,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
833,Watchlist,h3_89601458517ffff,h3_89601458517ffff,H3/grid hotspot cell,Jnanabharathi,12.969108550000001,77.5102653,0.3903143274853801,0.5807077967572754,1.7325000000000002,0.38802796480575136,0.0,1.7325000000000002,0.03333333333333333,0.0,12.0,0.25884757989233687,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
834,Watchlist,h3_896014593b3ffff,h3_896014593b3ffff,H3/grid hotspot cell,Jalahalli,13.0504618,77.5255323,0.3899122807017544,0.7764323762723921,0.0,0.0,0.0,0.0,0.0,0.0,205.0,0.5457597598841182,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
835,Watchlist,h3_8961892cc1bffff,h3_8961892cc1bffff,H3/grid hotspot cell,K.G. Halli,13.0317092,77.6236933,0.38980263157894735,0.28616633183162876,35.5,8.72872541520979,0.0,35.5,0.03333333333333333,0.0,50.0,0.381993006993007,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
836,Watchlist,h3_896014596c3ffff,h3_896014596c3ffff,H3/grid hotspot cell,Kodigehalli,13.0533001,77.575106,0.38899853801169587,0.4819338915530168,4.4659999999999975,1.5038231093073695,1.1,4.4659999999999975,0.06666666666666667,0.0,15.0,0.2776547881361546,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
837,Watchlist,h3_8960145b243ffff,h3_8960145b243ffff,H3/grid hotspot cell,Kodigehalli,13.0232098,77.5841567,0.3880482456140351,0.5633531544815644,1.8480000000000003,0.7024876536184896,0.6930000000000001,1.8480000000000003,0.06666666666666667,0.0,9.0,0.239146523702493,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
838,Watchlist,h3_8960145b283ffff,h3_8960145b283ffff,H3/grid hotspot cell,Sadashivanagar,13.0090515,77.5829761,0.3878472222222222,0.5328776750877906,2.0,1.2916176497959762,2.0,2.0,0.06666666666666667,0.0,11.0,0.24995256431868643,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
